level_0,index,Area_Type,State Name,District Name,Water_Body_Type,Water_body_in_use,Reason_for_Water_Body_Use,Water_Body_Nature,construcion_year,construction_cost,Renovation_Year,renovation_cost,Repair_Renovation_Status,Original_Storage_Capacity,Present_Storage_Capacity,filled_up_storage_name,filled_up_storage_space_name,no_people_benefited_by_water_body,reason_water_body_in_use_name2,storage_capacity_change,population_density_benefited
1384,1384,Rural,UTTARAKHAND,ALMORA,Water consv schemes/percolation tanks/check-dams,1,Ground water recharge,Man-made,2016.0,50000.0,,,0,0,0,,,120.0,Other,0,1.1251010766788274
1385,1385,Rural,UTTARAKHAND,ALMORA,Tank,1,Pisciculture,Man-made,2018.0,250000.0,,,0,500,500,Full,Filled up every year,6.0,,0,1.1251010766788274
1386,1386,Rural,UTTARAKHAND,ALMORA,Water consv schemes/percolation tanks/check-dams,1,Ground water recharge,Man-made,2016.0,2000000.0,,,0,0,0,,,20.0,Recreation,0,1.1251010766788274
1387,1387,Rural,UTTARAKHAND,ALMORA,Tank,1,Irrigation,Man-made,2017.0,50000.0,,,0,45,45,Full,Filled up every year,4.0,Pisciculture,0,1.1251010766788274
1388,1388,Rural,UTTARAKHAND,ALMORA,Ponds,1,Pisciculture,Man-made,2017.0,100000.0,,,0,28,28,Full,Filled up every year,5.0,Other,0,1.1251010766788274
1389,1389,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,5030,2012,Upto 1/2,Usually filled up,4.0,,-3018,1.1251010766788274
1390,1390,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,8925,3570,Upto 1/2,Usually filled up,1.0,,-5355,1.1251010766788274
1391,1391,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,5740,2870,Upto 1/2,Usually filled up,2.0,,-2870,1.1251010766788274
1392,1392,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1393,1393,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1394,1394,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,540,270,Nil/Negligible filled up,Never filled up,4.0,,-270,1.1251010766788274
1395,1395,Rural,UTTARAKHAND,ALMORA,Ponds,1,Pisciculture,Man-made,2017.0,50000.0,,,0,50,50,Full,Filled up every year,1.0,Other,0,1.1251010766788274
1396,1396,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,16750,6700,Upto 1/2,Rarely filled up,3.0,,-10050,1.1251010766788274
1397,1397,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,3987,1329,Upto 1/2,Rarely filled up,1.0,,-2658,1.1251010766788274
1398,1398,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,847,565,Upto 1/2,Rarely filled up,4.0,,-282,1.1251010766788274
1399,1399,Rural,UTTARAKHAND,ALMORA,Water consv schemes/percolation tanks/check-dams,1,Irrigation,Man-made,2016.0,300000.0,,,0,0,0,,,10.0,Ground water recharge,0,1.1251010766788274
1400,1400,Rural,UTTARAKHAND,ALMORA,Water consv schemes/percolation tanks/check-dams,1,Irrigation,Man-made,2017.0,400000.0,,,0,0,0,,,13.0,Ground water recharge,0,1.1251010766788274
1401,1401,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,4665,1866,Upto 1/2,Rarely filled up,3.0,,-2799,1.1251010766788274
1402,1402,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,1862,745,Upto 1/2,Rarely filled up,1.0,,-1117,1.1251010766788274
1403,1403,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,1828,914,Nil/Negligible filled up,Never filled up,2.0,,-914,1.1251010766788274
1404,1404,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,7606,3803,Upto 1/2,Rarely filled up,3.0,,-3803,1.1251010766788274
1405,1405,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,125,125,Nil/Negligible filled up,Never filled up,4.0,,0,1.1251010766788274
1406,1406,Rural,UTTARAKHAND,PITHORGARH,Lakes,1,Ground water recharge,Man-made,2010.0,150000.0,2017.0,150000.0,0,2000,2000,Full,Filled up every year,51.0,Recreation,0,0.013333333
1407,1407,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,1165,777,Nil/Negligible filled up,Rarely filled up,2.0,,-388,1.1251010766788274
1408,1408,Rural,UTTARAKHAND,PITHORGARH,Tank,1,Pisciculture,Man-made,2014.0,200000.0,,,0,25,20,Full,Filled up every year,6.0,Irrigation,-5,1.1251010766788274
1409,1409,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,11885,4754,Upto 1/2,Rarely filled up,1.0,,-7131,1.1251010766788274
1410,1410,Rural,UTTARAKHAND,ALMORA,Ponds,1,Pisciculture,Man-made,2017.0,50000.0,,,0,28,28,Full,Filled up every year,5.0,Ground water recharge,0,1.1251010766788274
1411,1411,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,8000,4500,Upto 3/4,Filled up every year,650.0,Other,-3500,1.1251010766788274
1412,1412,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Ground water recharge,Natural,,,,,0,2500,1200,Upto 3/4,Filled up every year,350.0,Other,-1300,1.1251010766788274
1413,1413,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,1,Pisciculture,Man-made,2014.0,100000.0,,,0,600,500,Upto 3/4,Filled up every year,25.0,,-100,1.1251010766788274
1414,1414,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,1,Pisciculture,Man-made,2016.0,40000.0,,,0,300,250,Upto 3/4,Filled up every year,13.0,,-50,1.1251010766788274
1415,1415,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,1,Pisciculture,Man-made,2016.0,50000.0,,,0,300,300,Full,Filled up every year,15.0,,0,1.1251010766788274
1416,1416,Rural,UTTARAKHAND,CHAMPAWAT,Ponds,0,other,Man-made,2016.0,15000.0,,,0,200,1,Nil/Negligible filled up,Never filled up,2.0,,-199,1.1251010766788274
1417,1417,Rural,UTTARAKHAND,RUDARPRAYAG,Water consv schemes/percolation tanks/check-dams,1,Pisciculture,Man-made,2018.0,500000.0,,,0,0,0,,,10.0,Irrigation,0,1.1251010766788274
1418,1418,Rural,UTTARAKHAND,PITHORGARH,Tank,1,Pisciculture,Man-made,2012.0,100000.0,,,0,50,45,Full,Filled up every year,5.0,Irrigation,-5,1.1251010766788274
1419,1419,Rural,UTTARAKHAND,PITHORGARH,Tank,1,Pisciculture,Man-made,2012.0,150000.0,,,0,125,100,Full,Filled up every year,6.0,Irrigation,-25,1.1251010766788274
1420,1420,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Pisciculture,Man-made,2008.0,250000.0,2010.0,100000.0,0,320,240,Upto 3/4,Filled up every year,2.0,Ground water recharge,-80,0.0024
1421,1421,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Man-made,2010.0,300000.0,2018.0,200000.0,0,1200,900,Upto 1/4,Usually filled up,12.0,,-300,0.0045
1422,1422,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Man-made,2007.0,50000.0,2016.0,100000.0,0,1800,1350,Full,Filled up every year,5.0,,-450,0.0135
1423,1423,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Man-made,2012.0,150000.0,2016.0,100000.0,0,450,337,Full,Filled up every year,6.0,,-113,0.00337
1424,1424,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Man-made,2010.0,150000.0,2012.0,50000.0,0,1500,280,Upto 3/4,Rarely filled up,1.0,,-1220,0.0056
1425,1425,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Ground water recharge,Man-made,2015.0,50000.0,2017.0,40000.0,0,64,12,Upto 1/4,Rarely filled up,1.0,,-52,0.0003
1426,1426,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,80000.0,,,0,1792,800,Nil/Negligible filled up,Rarely filled up,2.0,,-992,1.1251010766788274
1427,1427,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,680,650,Full,Usually filled up,4.0,,-30,1.1251010766788274
1428,1428,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,6250,5720,Upto 1/2,Rarely filled up,1.0,,-530,1.1251010766788274
1429,1429,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,80000.0,,,0,1732,1500,Upto 1/2,Rarely filled up,2.0,,-232,1.1251010766788274
1430,1430,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2009.0,70000.0,,,0,6030,4950,Upto 1/2,Rarely filled up,1.0,,-1080,1.1251010766788274
1431,1431,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,2015.0,250000.0,1,20,10,Full,Usually filled up,50.0,Other,-10,4e-05
1432,1432,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1433,1433,Rural,UTTARAKHAND,BAGESHWAR,Ponds,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,20.0,Ground water recharge,-2,1.1251010766788274
1434,1434,Rural,UTTARAKHAND,BAGESHWAR,Ponds,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1435,1435,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1436,1436,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1437,1437,Rural,UTTARAKHAND,BAGESHWAR,Ponds,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1438,1438,Rural,UTTARAKHAND,BAGESHWAR,Lakes,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1439,1439,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1440,1440,Rural,UTTARAKHAND,BAGESHWAR,Lakes,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1441,1441,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1442,1442,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1443,1443,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1444,1444,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1445,1445,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1446,1446,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1447,1447,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1448,1448,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,16380,13104,Full,Filled up every year,25.0,,-3276,1.1251010766788274
1449,1449,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,21188,16950,Full,Filled up every year,45.0,,-4238,1.1251010766788274
1450,1450,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Rarely filled up,10.0,Ground water recharge,-2,1.1251010766788274
1451,1451,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,15.0,Ground water recharge,-2,1.1251010766788274
1452,1452,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Industrial,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1453,1453,Rural,UTTARAKHAND,BAGESHWAR,Ponds,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1454,1454,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,5625,4500,Full,Filled up every year,45.0,,-1125,1.1251010766788274
1455,1455,Rural,UTTARAKHAND,RUDARPRAYAG,Ponds,0,other,Man-made,2018.0,100000.0,,,1,75,75,Upto 1/2,Usually filled up,2.0,,0,1.1251010766788274
1456,1456,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,1179,943,Full,Filled up every year,15.0,,-236,1.1251010766788274
1457,1457,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,13225,10580,Full,Filled up every year,25.0,,-2645,1.1251010766788274
1458,1458,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1459,1459,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,2008.0,10000.0,0,12400,10000,Upto 1/2,Usually filled up,1.0,,-2400,1.0
1460,1460,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,2912,2600,Nil/Negligible filled up,Rarely filled up,1.0,,-312,1.1251010766788274
1461,1461,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Natural,,,2008.0,8000.0,0,1800,1500,Upto 3/4,Usually filled up,8.0,Ground water recharge,-300,0.1875
1462,1462,Urban,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Natural,,,2008.0,10000.0,0,53700,40000,Upto 3/4,Usually filled up,8.0,Ground water recharge,-13700,4.0
1463,1463,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,80000.0,,,0,1900,900,Upto 1/4,Rarely filled up,1.0,,-1000,1.1251010766788274
1464,1464,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,80000.0,,,0,1380,1220,Upto 1/4,Rarely filled up,4.0,,-160,1.1251010766788274
1465,1465,Rural,UTTARAKHAND,RUDARPRAYAG,Water consv schemes/percolation tanks/check-dams,0,other,Man-made,2010.0,80000.0,,,0,0,0,,,2.0,,0,1.1251010766788274
1466,1466,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2250,1980,Nil/Negligible filled up,Rarely filled up,120.0,,-270,1.1251010766788274
1467,1467,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2017.0,70000.0,,,0,1987,1620,Full,Usually filled up,1.0,,-367,1.1251010766788274
1468,1468,Rural,UTTARAKHAND,BAGESHWAR,Ponds,1,Irrigation,Man-made,2019.0,200000.0,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1469,1469,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2019.0,200000.0,,,0,12,10,Full,Filled up every year,20.0,Ground water recharge,-2,1.1251010766788274
1470,1470,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2019.0,200000.0,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1471,1471,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2018.0,80000.0,,,0,1180,150,Upto 1/4,Rarely filled up,1.0,,-1030,1.1251010766788274
1472,1472,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,3120,3010,Upto 1/2,Rarely filled up,1.0,,-110,1.1251010766788274
1473,1473,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,80000.0,,,0,1558,520,Upto 1/4,Rarely filled up,4.0,,-1038,1.1251010766788274
1474,1474,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1330,425,Nil/Negligible filled up,Rarely filled up,1.0,,-905,1.1251010766788274
1475,1475,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,80000.0,,,0,1675,670,Nil/Negligible filled up,Rarely filled up,3.0,,-1005,1.1251010766788274
1476,1476,Rural,UTTARAKHAND,PITHORGARH,Tank,1,Pisciculture,Man-made,2013.0,100000.0,,,0,24,18,Full,Usually filled up,6.0,Recreation,-6,1.1251010766788274
1477,1477,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2020.0,90000.0,,,0,1200,1020,Nil/Negligible filled up,Rarely filled up,3.0,,-180,1.1251010766788274
1478,1478,Rural,UTTARAKHAND,PITHORGARH,Ponds,1,Other,Natural,,,,,0,50,40,Full,Filled up every year,100.0,Ground water recharge,-10,1.1251010766788274
1479,1479,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1540,1320,Upto 1/4,Rarely filled up,2.0,,-220,1.1251010766788274
1480,1480,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,1180,220,Nil/Negligible filled up,Rarely filled up,4.0,,-960,1.1251010766788274
1481,1481,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2020.0,90000.0,,,0,1924,840,Nil/Negligible filled up,Rarely filled up,3.0,,-1084,1.1251010766788274
1482,1482,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2020.0,90000.0,,,0,1600,800,Nil/Negligible filled up,Rarely filled up,3.0,,-800,1.1251010766788274
1483,1483,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2019.0,90000.0,,,0,2784,2240,Full,Usually filled up,1.0,,-544,1.1251010766788274
1484,1484,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Man-made,2018.0,80000.0,,,0,6300,5425,Nil/Negligible filled up,Rarely filled up,3.0,,-875,1.1251010766788274
1485,1485,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Pisciculture,Man-made,2006.0,200000.0,2012.0,100000.0,0,960,720,Upto 3/4,Filled up every year,1.0,Ground water recharge,-240,0.0072
1486,1486,Rural,UTTARAKHAND,DEHRADUN,Ponds,1,Pisciculture,Man-made,2017.0,300000.0,2018.0,100000.0,0,1000,750,Upto 3/4,Usually filled up,1.0,Ground water recharge,-250,0.0075
1487,1487,Rural,UTTARAKHAND,PITHORGARH,Tank,1,Pisciculture,Man-made,2013.0,150000.0,,,0,30,30,Full,Filled up every year,6.0,Other,0,1.1251010766788274
1488,1488,Rural,UTTARAKHAND,PITHORGARH,Ponds,1,Industrial,Natural,,,,,0,50,40,Full,Filled up every year,60.0,Other,-10,1.1251010766788274
1489,1489,Rural,UTTARAKHAND,PAURI,Ponds,1,Pisciculture,Man-made,2016.0,40000.0,,,0,200,200,Upto 1/4,Rarely filled up,8.0,,0,1.1251010766788274
1490,1490,Rural,UTTARAKHAND,PITHORGARH,Tank,1,Pisciculture,Man-made,2018.0,1.0,,,0,24,24,Full,Filled up every year,7.0,Industrial,0,1.1251010766788274
1491,1491,Rural,UTTARAKHAND,PITHORGARH,Ponds,1,Pisciculture,Man-made,2010.0,250000.0,,,0,350,350,Full,Filled up every year,8.0,Irrigation,0,1.1251010766788274
1492,1492,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,6570,6000,Full,Filled up every year,25.0,,-570,1.1251010766788274
1493,1493,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,2660,2000,Full,Filled up every year,25.0,,-660,1.1251010766788274
1494,1494,Rural,UTTARAKHAND,RUDARPRAYAG,Water consv schemes/percolation tanks/check-dams,1,Ground water recharge,Man-made,2010.0,100000.0,,,0,0,0,,,10.0,Pisciculture,0,1.1251010766788274
1495,1495,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,2020.0,100000.0,0,2719,2175,Full,Filled up every year,24.0,,-544,0.02175
1496,1496,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3825,3060,Full,Filled up every year,26.0,,-765,1.1251010766788274
1497,1497,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,75,60,Full,Filled up every year,25.0,,-15,1.1251010766788274
1498,1498,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,1275,1020,Full,Filled up every year,25.0,,-255,1.1251010766788274
1499,1499,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3094,2475,Full,Filled up every year,24.0,,-619,1.1251010766788274
1500,1500,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,4613,3690,Full,Filled up every year,45.0,,-923,1.1251010766788274
1501,1501,Rural,UTTARAKHAND,BAGESHWAR,Water consv schemes/percolation tanks/check-dams,1,Irrigation,Man-made,2018.0,150000.0,,,0,0,0,,,10.0,Ground water recharge,0,1.1251010766788274
1502,1502,Rural,UTTARAKHAND,BAGESHWAR,Water consv schemes/percolation tanks/check-dams,1,Irrigation,Man-made,2018.0,100000.0,,,0,0,0,,,15.0,Ground water recharge,0,1.1251010766788274
1503,1503,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2018.0,150000.0,,,0,12,10,Full,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1504,1504,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2018.0,200000.0,,,0,12,10,Upto 3/4,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1505,1505,Rural,UTTARAKHAND,BAGESHWAR,Ponds,1,Irrigation,Natural,,,,,0,12,10,Full,Filled up every year,10.0,Ground water recharge,-2,1.1251010766788274
1506,1506,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2018.0,150000.0,,,0,12,10,Upto 1/2,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1507,1507,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2018.0,200000.0,,,0,12,10,Upto 1/4,Usually filled up,10.0,Recreation,-2,1.1251010766788274
1508,1508,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2018.0,200000.0,,,0,12,10,Upto 3/4,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1509,1509,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2018.0,200000.0,,,0,12,10,Upto 3/4,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1510,1510,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2018.0,150000.0,,,0,12,10,Upto 1/4,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1511,1511,Rural,UTTARAKHAND,BAGESHWAR,Ponds,1,Irrigation,Natural,,,,,0,12,10,Full,Usually filled up,10.0,Religious,-2,1.1251010766788274
1512,1512,Rural,UTTARAKHAND,BAGESHWAR,Tank,1,Irrigation,Man-made,2018.0,150000.0,,,0,12,10,Upto 3/4,Usually filled up,10.0,Ground water recharge,-2,1.1251010766788274
1513,1513,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,0,other,Natural,,,,,0,3000,2000,Upto 1/2,Filled up every year,3.0,,-1000,1.1251010766788274
1514,1514,Rural,UTTARAKHAND,PITHORGARH,Ponds,1,Pisciculture,Man-made,2016.0,100000.0,,,0,100,60,Full,Filled up every year,4.0,Ground water recharge,-40,1.1251010766788274
1515,1515,Rural,UTTARAKHAND,PITHORGARH,Ponds,1,Pisciculture,Man-made,2017.0,100000.0,,,0,100,50,Full,Filled up every year,5.0,Recreation,-50,1.1251010766788274
1516,1516,Rural,UTTARAKHAND,PITHORGARH,Ponds,1,Pisciculture,Man-made,2015.0,1.0,,,0,30,15,Upto 1/2,Filled up every year,4.0,Other,-15,1.1251010766788274
1517,1517,Rural,UTTARAKHAND,PITHORGARH,Ponds,1,Pisciculture,Man-made,2015.0,1.0,,,0,30,20,Full,Filled up every year,5.0,Ground water recharge,-10,1.1251010766788274
1518,1518,Rural,UTTARAKHAND,UDHAM SINGH NAGAR,Ponds,1,Pisciculture,Man-made,2000.0,1000000.0,2016.0,80000.0,0,346950,320000,Full,Usually filled up,30.0,Ground water recharge,-26950,4.0
1519,1519,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,3450,2760,Full,Filled up every year,24.0,,-690,1.1251010766788274
1520,1520,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,21025,16820,Full,Filled up every year,20.0,,-4205,1.1251010766788274
1521,1521,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,9978,7982,Full,Filled up every year,26.0,,-1996,1.1251010766788274
1522,1522,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,13872,11098,Full,Filled up every year,45.0,,-2774,1.1251010766788274
1523,1523,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,11250,9000,Full,Filled up every year,25.0,,-2250,1.1251010766788274
1524,1524,Rural,UTTARAKHAND,HARIDWAR,Ponds,1,Ground water recharge,Natural,,,,,0,7125,5700,Full,Filled up every year,24.0,,-1425,1.1251010766788274
1525,1525,Rural,UTTARAKHAND,PITHORGARH,Ponds,0,other,Man-made,2008.0,18000.0,,,0,200,1,Nil/Negligible filled up,Rarely filled up,4.0,,-199,1.1251010766788274
1526,1526,Rural,UTTARAKHAND,PITHORGARH,Ponds,0,other,Man-made,2008.0,18000.0,,,0,200,1,Nil/Negligible filled up,Rarely filled up,1.0,,-199,1.1251010766788274
1527,1527,Rural,UTTARAKHAND,PITHORGARH,Ponds,0,other,Man-made,2008.0,18000.0,,,0,200,1,Nil/Negligible filled up,Rarely filled up,2.0,,-199,1.1251010766788274
